Scenario,C,Charac,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,scenario1.started,scenario1.stopped,notAtAll.started,notAtAll.stopped,veryMuch.started,veryMuch.stopped,lastRating,rating.response,rating.rt,rating.started,rating.stopped,riskBehaviorScaleScreen.started,riskBehaviorScaleScreen.stopped,activity.started,activity.stopped,notAtAll2.started,notAtAll2.stopped,ExtremelyLikely.started,ExtremelyLikely.stopped,rating2.response,rating2.rt,rating2.started,rating2.stopped,Rating,riskPerceptionInstructions.started,riskPerceptionInstructions.stopped,riskPerceptionActivity2.started,riskPerceptionActivity2.stopped,rating3.response,rating3.rt,rating3.started,rating3.stopped,notAtAllRisky.started,notAtAllRisky.stopped,ModeratelyRisky.started,ModeratelyRisky.stopped,ExtremelyRisky.started,ExtremelyRisky.stopped,expBenefits.started,expBenefits.stopped,riskBenefitsScale.started,riskBenefitsScale.stopped,noBenefits.started,noBenefits.stopped,rating4.response,rating4.rt,rating4.started,rating4.stopped,greatBenefits.started,greatBenefits.stopped,moderateBenefits.started,moderateBenefits.stopped,big5Screen.started,big5Screen.stopped,rating5.response,rating5.rt,rating5.started,rating5.stopped,characText.started,characText.stopped,Someone.started,Someone.stopped,disagreeStrongly.started,disagreeStrongly.stopped,disagreeALittle.started,disagreeALittle.stopped,Neutral.started,Neutral.stopped,AgreeALittle.started,AgreeALittle.stopped,AgreeStrongly.started,AgreeStrongly.stopped,congratsText.started,congratsText.stopped,participant,session,sex,age,date,expName,psychopyVersion,frameRate,
,Regularly eating high cholesterol foods. (H) ,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.58113731100457,None,33.58113731100457,None,33.58113731100457,None,3,0.41,0.004512366387643851,None,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Admitting that your tastes are different from those of your friends. (S),,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,33.998631405003835,None,36.9497357950022,None,3,1.04,0.0013114793982822448,None,36.9497357950022,None,36.9497357950022,None,36.9497357950022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,"Going camping in the wilderness, beyond the civilization of a campground. (R) ",,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,38.01469094399363,None,3,0.413,0.00848267538822256,None,38.01469094399363,None,38.01469094399363,None,38.01469094399363,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Betting a day's income at the horse races. (G),,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,38.44831340300152,None,3,0.409,0.004825059382710606,None,38.44831340300152,None,38.44831340300152,None,38.44831340300152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Buying an illegal drug for your own use. (H),,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,38.881667843001196,None,3,0.659,0.002671722395461984,None,38.881667843001196,None,38.881667843001196,None,38.881667843001196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Cheating on an exam. (E),,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,39.564755434999825,None,3,0.423,0.00410108441428747,None,39.564755434999825,None,39.564755434999825,None,39.564755434999825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Chasing a tornado or hurricane by car to take dramatic photos. (R),,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,40.01505879100296,None,3,0.408,0.0024276494077639654,None,40.01505879100296,None,40.01505879100296,None,40.01505879100296,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Investing 10% of your annual income in a moderate growth mutual fund. (I),,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,40.447540410998045,None,3,0.689,0.0026504003908485174,None,40.447540410998045,None,40.447540410998045,None,40.447540410998045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Consuming five or more servings of alcohol in a single evening. (H),,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,41.16425783900195,None,3,0.409,0.005543495397432707,None,41.16425783900195,None,41.16425783900195,None,41.16425783900195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Cheating by a significant amount on your income tax return. (E),,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,41.58432770699437,None,3,0.697,0.009009415385662578,None,41.58432770699437,None,41.58432770699437,None,41.58432770699437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Disagreeing with your father on a major issue. (S),,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,42.314642573997844,None,3,0.415,0.008233005399233662,None,42.314642573997844,None,42.314642573997844,None,42.314642573997844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
