Scenario,C,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,Charac,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,scenario1.started,scenario1.stopped,notAtAll.started,notAtAll.stopped,veryMuch.started,veryMuch.stopped,lastRating,rating.response,rating.rt,rating.started,rating.stopped,riskBehaviorScaleScreen.started,riskBehaviorScaleScreen.stopped,activity.started,activity.stopped,notAtAll2.started,notAtAll2.stopped,ExtremelyLikely.started,ExtremelyLikely.stopped,rating_2.response,rating_2.rt,rating_2.started,rating_2.stopped,riskPerceptionInstructions.started,riskPerceptionInstructions.stopped,riskPerceptionActivity2.started,riskPerceptionActivity2.stopped,rating_4.response,rating_4.rt,rating_4.started,rating_4.stopped,notAtAllRisky.started,notAtAllRisky.stopped,ExtremelyRisky.started,ExtremelyRisky.stopped,ModeratelyRisky.started,ModeratelyRisky.stopped,expBenefits.started,expBenefits.stopped,riskBenefitsScale.started,riskBenefitsScale.stopped,noBenefits.started,noBenefits.stopped,rating_3.response,rating_3.rt,rating_3.started,rating_3.stopped,greatBenefits.started,greatBenefits.stopped,moderateBenefits.started,moderateBenefits.stopped,big5Screen.started,big5Screen.stopped,participant,session,sex,age,date,expName,psychopyVersion,frameRate,
,Betting a day's income at the horse races. (G),,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.590853372999845,None,20.590853372999845,None,20.590853372999845,None,3,0.409,0.007177025299824891,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Buying an illegal drug for your own use. (H),,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.024365514999772,None,21.024365514999772,None,21.024365514999772,None,3,0.408,0.003279816301073879,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Cheating on an exam. (E),,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.457883515000503,None,21.457883515000503,None,21.457883515000503,None,3,0.711,0.004306473299948266,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Chasing a tornado or hurricane by car to take dramatic photos. (R),,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1913158389998,None,22.1913158389998,None,22.1913158389998,None,3,0.439,0.004300877300920547,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 10% of your annual income in a moderate growth mutual fund. (I),,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.657630810999763,None,22.657630810999763,None,22.657630810999763,None,3,0.488,0.0004499793003560626,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Consuming five or more servings of alcohol in a single evening. (H),,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.17375253800037,None,23.17375253800037,None,23.17375253800037,None,3,0.407,0.0031416982992595877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Cheating by a significant amount on your income tax return. (E),,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.607194193000396,None,23.607194193000396,None,23.607194193000396,None,3,0.543,0.006018294299792615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Disagreeing with your father on a major issue. (S),,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.17397309700027,None,24.17397309700027,None,24.17397309700027,None,3,0.504,0.00039548530094180023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Betting a day's income at a high stake poker game. (G),,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.707723950999934,None,24.707723950999934,None,24.707723950999934,None,3,0.48,0.006925706301444734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Having an affair with a married man or woman. (E),,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20749613299995,None,25.20749613299995,None,25.20749613299995,None,3,0.458,0.002729165300479508,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Forging somebody's signature. (E),,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.691038333000506,None,25.691038333000506,None,25.691038333000506,None,3,0.491,0.005093666301036137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Passing off somebody else's work as your own. (E),,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.20704220599964,None,26.20704220599964,None,26.20704220599964,None,3,0.464,0.007869785300499643,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Going on a vacation in a third-world country without prearranged travel and hotel accommodations. (R),,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.690544404999855,None,26.690544404999855,None,26.690544404999855,None,3,0.407,0.004571352300445142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Arguing with a friend about an issue on which he or she has a very different opinion. (S) ,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.124537702000453,None,27.124537702000453,None,27.124537702000453,None,3,0.411,0.005207263299780607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Going down a ski run that is beyond your ability or closed. (R),,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.557525637000253,None,27.557525637000253,None,27.557525637000253,None,3,0.525,0.005125393299749703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 5% of your annual income in a very speculative stock. (I),,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.10785329800001,None,28.10785329800001,None,28.10785329800001,None,3,0.475,0.006290110299232765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Approaching your boss to ask for a raise. (S),,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.607450221999898,None,28.607450221999898,None,28.607450221999898,None,3,0.459,0.006050722300642519,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Illegally copying a piece of software. (E) ,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.090716429999702,None,29.090716429999702,None,29.090716429999702,None,3,0.471,0.005657034300384112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Going whitewater rafting during rapid water flows in the spring. (R) ,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.590273853000326,None,29.590273853000326,None,29.590273853000326,None,3,0.442,0.005266055299216532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,"Betting a day's income on the outcome of a sporting event (e.g. baseball, soccer, or football). (G)",,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0575977110002,None,30.0575977110002,None,30.0575977110002,None,3,0.507,0.003053130299122131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Telling a friend if his or her significant other has made a pass at you. (S),,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.590385493999747,None,30.590385493999747,None,30.590385493999747,None,3,0.466,0.008190471299712954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 5% of your annual income in an conservative stock. (I),,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.09124892300042,None,31.09124892300042,None,31.09124892300042,None,3,0.44,0.0028409893002390163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Shoplifting a small item (e.g. a lipstick or a pen). (E) ,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.558050122000168,None,31.558050122000168,None,31.558050122000168,None,3,0.481,0.0076827373004562105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Wearing provocative or unconventional clothes on occasion. (S),,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.05726011600018,None,32.05726011600018,None,32.05726011600018,None,3,0.51,0.005825373300467618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Engaging in unprotected sex. (H),,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.59035976399991,None,32.59035976399991,None,32.59035976399991,None,3,0.496,0.007129818300199986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Stealing an additional TV cable connection off the one you pay for. (E) ,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.12415046299975,None,33.12415046299975,None,33.12415046299975,None,3,0.424,0.0031350473009297275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Not wearing a seatbelt when being a passenger in the front seat. (H),,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.57383206099985,None,33.57383206099985,None,33.57383206099985,None,3,0.459,0.00535946930085629,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 10% of your annual income in governmental bonds (treasury bills). (I),,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.05724233300043,None,34.05724233300043,None,34.05724233300043,None,3,0.511,0.006572731300366286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Periodically engaging in a dangerous sport (e.g. mountain climbing or sky diving). (R) ,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.591126297999836,None,34.591126297999836,None,34.591126297999836,None,3,0.478,0.0047548773009111756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Not wearing a helmet when riding a motorcycle. (H),,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.09034547700048,None,35.09034547700048,None,35.09034547700048,None,3,0.477,0.0077039013003741275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Gambling a week's income at a casino. (G),,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.590211087999705,None,35.590211087999705,None,35.590211087999705,None,3,0.531,0.008799027299573936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Taking a job that you enjoy over one that is prestigious but less enjoyable. (S),,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.14069489600024,None,36.14069489600024,None,36.14069489600024,None,3,0.494,0.005897157299841638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Defending an unpopular issue that you believe in at a social occasion. (S),,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.65691563400014,None,36.65691563400014,None,36.65691563400014,None,3,0.51,0.004732501300168224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Exposing yourself to the sun without using sunscreen. (H),,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.19020664799973,None,37.19020664799973,None,37.19020664799973,None,3,0.524,0.004766388300595281,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Trying out bungee jumping at least once. (R),,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.74109293000038,None,37.74109293000038,None,37.74109293000038,None,3,0.477,0.004176630300207762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,"Piloting your own small plane, if you could. (R) ",,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.24143559100048,None,38.24143559100048,None,38.24143559100048,None,3,0.511,0.007946490301037556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Walking home alone at night in a somewhat unsafe area of town. (H),,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.773945384999934,None,38.773945384999934,None,38.773945384999934,None,3,0.459,0.0033471613005531253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Regularly eating high cholesterol foods. (H) ,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.257595037999636,None,39.257595037999636,None,39.257595037999636,None,3,0.472,0.003529513300236431,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Admitting that your tastes are different from those of your friends. (S),,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.80740450099984,None,39.991175140999985,None,3,0.539,0.016500940600053582,None,39.991175140999985,None,39.991175140999985,None,39.991175140999985,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,"Going camping in the wilderness, beyond the civilization of a campground. (R) ",,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.556027028000244,None,3,0.442,0.0034007083004325978,None,40.556027028000244,None,40.556027028000244,None,40.556027028000244,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Betting a day's income at the horse races. (G),,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.02387560599982,None,3,0.759,0.0029024323002886376,None,41.02387560599982,None,41.02387560599982,None,41.02387560599982,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Buying an illegal drug for your own use. (H),,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.807507899000484,None,4,0.408,0.003341064300002472,None,41.807507899000484,None,41.807507899000484,None,41.807507899000484,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Cheating on an exam. (E),,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.240578273999745,None,4,0.527,0.005418295300842146,None,42.240578273999745,None,42.240578273999745,None,42.240578273999745,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Chasing a tornado or hurricane by car to take dramatic photos. (R),,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.789726304000396,None,4,0.408,0.004300063300433976,None,42.789726304000396,None,42.789726304000396,None,42.789726304000396,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 10% of your annual income in a moderate growth mutual fund. (I),,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.223032246,None,4,0.407,0.0025877763000607956,None,43.223032246,None,43.223032246,None,43.223032246,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Consuming five or more servings of alcohol in a single evening. (H),,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.657144857000276,None,4,0.524,0.0021743642992078094,None,43.657144857000276,None,43.657144857000276,None,43.657144857000276,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Cheating by a significant amount on your income tax return. (E),,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.20730313399963,None,4,0.407,0.002864686300199537,None,44.20730313399963,None,44.20730313399963,None,44.20730313399963,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Disagreeing with your father on a major issue. (S),,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.64075850900008,None,4,0.41,0.003792515301029198,None,44.64075850900008,None,44.64075850900008,None,44.64075850900008,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Betting a day's income at a high stake poker game. (G),,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.05791990000034,None,4,0.43,0.009176217299682321,None,45.05791990000034,None,45.05791990000034,None,45.05791990000034,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Having an affair with a married man or woman. (E),,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.52401544999975,None,4,0.698,0.007769401301629841,None,45.52401544999975,None,45.52401544999975,None,45.52401544999975,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Forging somebody's signature. (E),,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.22459024,None,4,0.499,0.009557910299918149,None,46.22459024,None,46.22459024,None,46.22459024,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Passing off somebody else's work as your own. (E),,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.75666708300014,None,4,0.494,0.005191909301174746,None,46.75666708300014,None,46.75666708300014,None,46.75666708300014,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Going on a vacation in a third-world country without prearranged travel and hotel accommodations. (R),,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.273497695000515,None,4,0.511,0.0013590643002316938,None,47.273497695000515,None,47.273497695000515,None,47.273497695000515,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Arguing with a friend about an issue on which he or she has a very different opinion. (S) ,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.82389984600013,None,4,0.562,0.0007067712995194597,None,47.82389984600013,None,47.82389984600013,None,47.82389984600013,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Going down a ski run that is beyond your ability or closed. (R),,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.42310934000034,None,3,0.474,0.001701972300907073,None,48.42310934000034,None,48.42310934000034,None,48.42310934000034,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 5% of your annual income in a very speculative stock. (I),,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.92393340699982,None,3,0.659,0.0022006183007761138,None,48.92393340699982,None,48.92393340699982,None,48.92393340699982,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Approaching your boss to ask for a raise. (S),,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.60643774900018,None,3,0.847,0.007423817300150404,None,49.60643774900018,None,49.60643774900018,None,49.60643774900018,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
